Before cycle    0:   unstarted  0  unstarted  0  unstarted  0  unstarted  0  unstarted  0.
Before cycle   60:     running  1      ready  0      ready  8  unstarted  0  unstarted  0.
Before cycle   61:     blocked  1    running  1      ready  8  unstarted  0  unstarted  0.
Before cycle   62:     running  3    blocked  1      ready  8  unstarted  0  unstarted  0.
Before cycle   63:     running  2      ready  0      ready  8  unstarted  0  unstarted  0.
Before cycle   64:     running  1      ready  0      ready  8  unstarted  0  unstarted  0.
Before cycle   65:     blocked  3    running  5      ready  8  unstarted  0  unstarted  0.
Before cycle   66:     blocked  2    running  4      ready  8  unstarted  0  unstarted  0.
Before cycle   67:     blocked  1    running  3      ready  8  unstarted  0  unstarted  0.
Before cycle   68:     running  3      ready  2      ready  8  unstarted  0  unstarted  0.
Before cycle   69:     running  2      ready  2      ready  8  unstarted  0  unstarted  0.
Before cycle   70:     running  1      ready  2      ready  8  unstarted  0  unstarted  0.
Before cycle   71:     blocked  3    running  2      ready  8  unstarted  0  unstarted  0.
Before cycle   72:     blocked  2    running  1      ready  8  unstarted  0  unstarted  0.
Before cycle   73:     blocked  1    blocked  3    running  8  unstarted  0  unstarted  0.
Before cycle   74:     running  1    blocked  2      ready  7  unstarted  0  unstarted  0.
Before cycle   75:     blocked  3    blocked  1    running  7  unstarted  0  unstarted  0.
Before cycle   76:     blocked  2    running  2      ready  6  unstarted  0  unstarted  0.
Before cycle   77:     blocked  1    running  1      ready  6  unstarted  0  unstarted  0.
Before cycle   78:     running  3    blocked  2      ready  6  unstarted  0  unstarted  0.
Before cycle   79:     running  2    blocked  1      ready  6  unstarted  0  unstarted  0.
Before cycle   80:     running  1      ready  0      ready  6  unstarted  0  unstarted  0.
Before cycle   81:     blocked  3    running  1      ready  6  unstarted  0  unstarted  0.
Before cycle   82:     blocked  2    blocked  3    running  6  unstarted  0  unstarted  0.
Before cycle   83:     blocked  1    blocked  2    running  5  unstarted  0  unstarted  0.
Before cycle   84:     running  3    blocked  1      ready  4  unstarted  0  unstarted  0.
Before cycle   85:     running  2      ready  0      ready  4  unstarted  0  unstarted  0.
Before cycle   86:     running  1      ready  0      ready  4  unstarted  0  unstarted  0.
Before cycle   87:     blocked  2    running  5      ready  4  unstarted  0  unstarted  0.
Before cycle   88:     blocked  1    running  4      ready  4  unstarted  0  unstarted  0.
Before cycle   89:     running  1      ready  3      ready  4  unstarted  0  unstarted  0.
Before cycle   90:     blocked  1    running  3      ready  4  unstarted  0  unstarted  0.
Before cycle   91:     running  3      ready  2      ready  4  unstarted  0  unstarted  0.
Before cycle   92:     running  2      ready  2      ready  4  unstarted  0  unstarted  0.
Before cycle   93:     running  1      ready  2      ready  4  unstarted  0  unstarted  0.
Before cycle   94:     blocked  1    running  2      ready  4  unstarted  0  unstarted  0.
Before cycle   95:     running  3      ready  1      ready  4  unstarted  0  unstarted  0.
Before cycle   96:     running  2      ready  1      ready  4  unstarted  0  unstarted  0.
Before cycle   97:     running  1      ready  1      ready  4  unstarted  0  unstarted  0.
Before cycle   98:     blocked  3    running  1      ready  4  unstarted  0  unstarted  0.
Before cycle   99:     blocked  2    blocked  2    running  4  unstarted  0  unstarted  0.
Before cycle  100:     blocked  1    blocked  1    running  3  unstarted  0  unstarted  0.
Before cycle  101:       ready  0      ready  0      ready  2    running  1      ready  0.
Before cycle  102:     running  3      ready  0      ready  2    blocked  2      ready  0.
Before cycle  103:     running  2      ready  0      ready  2    blocked  1      ready  0.
Before cycle  104:       ready  1      ready  0      ready  2    running  1      ready  0.
Before cycle  105:     running  1      ready  0      ready  2    blocked  1      ready  0.
Before cycle  106:     blocked  1      ready  0      ready  2    running  1      ready  0.
Before cycle  107:     running  1      ready  0      ready  2    blocked  3      ready  0.
Before cycle  108:     blocked  3    running  6      ready  2    blocked  2      ready  0.
Before cycle  109:     blocked  2    running  5      ready  2    blocked  1      ready  0.
Before cycle  110:     blocked  1      ready  4      ready  2    running  1      ready  0.
Before cycle  111:     running  2      ready  4      ready  2    blocked  3      ready  0.
Before cycle  112:     running  1      ready  4      ready  2    blocked  2      ready  0.
Before cycle  113:     blocked  1    running  4      ready  2    blocked  1      ready  0.
Before cycle  114:       ready  0      ready  3      ready  2    running  1      ready  0.
Before cycle  115:     running  3      ready  3      ready  2    blocked  3      ready  0.
Before cycle  116:     running  2      ready  3      ready  2    blocked  2      ready  0.
Before cycle  117:     running  1      ready  3      ready  2    blocked  1      ready  0.
Before cycle  118:     blocked  1      ready  3      ready  2    running  1      ready  0.
Before cycle  119:     running  3      ready  3      ready  2    blocked  3      ready  0.
Before cycle  120:     running  2      ready  3      ready  2    blocked  2      ready  0.
Before cycle  121:     running  1      ready  3      ready  2    blocked  1      ready  0.
Before cycle  122:     blocked  2      ready  3      ready  2    running  1      ready  0.
Before cycle  123:     blocked  1    running  3      ready  2    blocked  1      ready  0.
Before cycle  124:       ready  0      ready  2      ready  2    running  1      ready  0.
Before cycle  125:     running  2      ready  2      ready  2    blocked  1      ready  0.
Before cycle  126:       ready  1      ready  2      ready  2    running  1      ready  0.
Before cycle  127:     running  1      ready  2      ready  2    blocked  2      ready  0.
Before cycle  128:     blocked  1    running  2      ready  2    blocked  1      ready  0.
Before cycle  129:       ready  0      ready  1      ready  2    running  1      ready  0.
Before cycle  130:     running  1      ready  1      ready  2    blocked  3      ready  0.
Before cycle  131:     blocked  2    running  1      ready  2    blocked  2      ready  0.
Before cycle  132:     blocked  1    blocked  3    running  2    blocked  1      ready  0.
Before cycle  133:       ready  0    blocked  2      ready  1    running  1      ready  0.
Before cycle  134:     running  1    blocked  1      ready  1    blocked  3      ready  0.
Before cycle  135:     blocked  3    running  3      ready  1    blocked  2      ready  0.
Before cycle  136:     blocked  2    running  2      ready  1    blocked  1      ready  0.
Before cycle  137:     blocked  1      ready  1      ready  1    running  1      ready  0.
Before cycle  138:     running  2      ready  1      ready  1    blocked  1      ready  0.
Before cycle  139:       ready  1      ready  1      ready  1    running  1      ready  0.
Before cycle  140:     running  1      ready  1      ready  1    blocked  2      ready  0.
Before cycle  141:     blocked  3    running  1      ready  1    blocked  1      ready  0.
Before cycle  142:     blocked  2    blocked  3      ready  1    running  1      ready  0.
Before cycle  143:     blocked  1    blocked  2    running  1    blocked  1      ready  0.
Before cycle  144:       ready  0    blocked  1    blocked  3    running  1      ready  0.
Before cycle  145:     running  2      ready  0    blocked  2    blocked  3      ready  0.
Before cycle  146:     running  1      ready  0    blocked  1    blocked  2      ready  0.
Before cycle  147:     blocked  1    running  1      ready  0    blocked  1      ready  0.
Before cycle  148:       ready  0    blocked  2      ready  0    running  1      ready  0.
Before cycle  149:     running  1    blocked  1      ready  0    blocked  3      ready  0.
Before cycle  150:     blocked  3    running  1      ready  0    blocked  2      ready  0.
Before cycle  151:     blocked  2    blocked  2    running  8    blocked  1      ready  0.
Before cycle  152:     blocked  1    blocked  1      ready  7    running  1      ready  0.
Before cycle  153:     running  1      ready  0      ready  7    blocked  3      ready  0.
Before cycle  154:     blocked  1    running  6      ready  7    blocked  2      ready  0.
Before cycle  155:     running  2      ready  5      ready  7    blocked  1      ready  0.
Before cycle  156:       ready  1      ready  5      ready  7    running  1      ready  0.
Before cycle  157:     running  1      ready  5      ready  7    blocked  3      ready  0.
Before cycle  158:     blocked  3    running  5      ready  7    blocked  2      ready  0.
Before cycle  159:     blocked  2    running  4      ready  7    blocked  1      ready  0.
Before cycle  160:     blocked  1      ready  3      ready  7    running  1      ready  0.
Before cycle  161:     running  3      ready  3      ready  7    blocked  1      ready  0.
Before cycle  162:       ready  2      ready  3      ready  7    running  1      ready  0.
Before cycle  163:     running  2      ready  3      ready  7    blocked  1      ready  0.
Before cycle  164:       ready  1      ready  3      ready  7    running  1      ready  0.
Before cycle  165:     running  1      ready  3      ready  7    blocked  1      ready  0.
Before cycle  166:     blocked  1      ready  3      ready  7    running  1      ready  0.
Before cycle  167:     running  2      ready  3      ready  7    blocked  3      ready  0.
Before cycle  168:     running  1      ready  3      ready  7    blocked  2      ready  0.
Before cycle  169:     blocked  1    running  3      ready  7    blocked  1      ready  0.
Before cycle  170:       ready  0      ready  2      ready  7    running  1      ready  0.
Before cycle  171:     running  3      ready  2      ready  7    blocked  3      ready  0.
Before cycle  172:     running  2      ready  2      ready  7    blocked  2      ready  0.
Before cycle  173:     running  1      ready  2      ready  7    blocked  1      ready  0.
Before cycle  174:     blocked  2      ready  2      ready  7    running  1      ready  0.
Before cycle  175:     blocked  1    running  2      ready  7    blocked  1      ready  0.
Before cycle  176:       ready  0      ready  1      ready  7    running  1      ready  0.
Before cycle  177:     running  3      ready  1      ready  7    blocked  3      ready  0.
Before cycle  178:     running  2      ready  1      ready  7    blocked  2      ready  0.
Before cycle  179:     running  1      ready  1      ready  7    blocked  1      ready  0.
Before cycle  180:     blocked  2      ready  1      ready  7    running  1      ready  0.
Before cycle  181:     blocked  1    running  1      ready  7    blocked  3      ready  0.
Before cycle  182:     running  3    blocked  2      ready  7    blocked  2      ready  0.
Before cycle  183:     running  2    blocked  1      ready  7    blocked  1      ready  0.
Before cycle  184:       ready  1      ready  0      ready  7    running  1      ready  0.
Before cycle  185:     running  1      ready  0      ready  7    blocked  2      ready  0.
Before cycle  186:     blocked  3    running  5      ready  7    blocked  1      ready  0.
Before cycle  187:     blocked  2      ready  4      ready  7    running  1      ready  0.
Before cycle  188:     blocked  1    running  4      ready  7    blocked  2      ready  0.
Before cycle  189:     running  3      ready  3      ready  7    blocked  1      ready  0.
Before cycle  190:       ready  2      ready  3      ready  7    running  1      ready  0.
Before cycle  191:     running  2      ready  3      ready  7    blocked  1      ready  0.
Before cycle  192:       ready  1      ready  3      ready  7    running  1      ready  0.
Before cycle  193:     running  1      ready  3      ready  7    blocked  3      ready  0.
Before cycle  194:     blocked  2    running  3      ready  7    blocked  2      ready  0.
Before cycle  195:     blocked  1    running  2      ready  7    blocked  1      ready  0.
Before cycle  196:       ready  0      ready  1      ready  7    running  1      ready  0.
Before cycle  197:     running  2      ready  1      ready  7    blocked  2      ready  0.
Before cycle  198:     running  1      ready  1      ready  7    blocked  1      ready  0.
Before cycle  199:     blocked  3      ready  1      ready  7    running  1      ready  0.
Before cycle  200:     blocked  2    running  1      ready  7    blocked  2      ready  0.
Before cycle  201:     blocked  1    blocked  3    running  7    blocked  1      ready  0.
Before cycle  202:       ready  0    blocked  2      ready  6    running  1      ready  0.
Before cycle  203:     running  2    blocked  1      ready  6    blocked  1      ready  0.
Before cycle  204:       ready  1      ready  0      ready  6    running  1      ready  0.
Before cycle  205:     running  1      ready  0      ready  6    blocked  2      ready  0.
Before cycle  206:     blocked  3    running  2      ready  6    blocked  1      ready  0.
Before cycle  207:     blocked  2      ready  1      ready  6    running  1      ready  0.
Before cycle  208:     blocked  1    running  1      ready  6    blocked  2      ready  0.
Before cycle  209:     running  3    blocked  3      ready  6    blocked  1      ready  0.
Before cycle  210:       ready  2    blocked  2      ready  6    running  1      ready  0.
Before cycle  211:     running  2    blocked  1      ready  6    blocked  1      ready  0.
Before cycle  212:       ready  1      ready  0      ready  6    running  1      ready  0.
Before cycle  213:     running  1      ready  0      ready  6    blocked  1      ready  0.
Before cycle  214:     blocked  3      ready  0      ready  6    running  1      ready  0.
Before cycle  215:     blocked  2    running  8      ready  6    blocked  2      ready  0.
Before cycle  216:     blocked  1    running  7      ready  6    blocked  1      ready  0.
Before cycle  217:       ready  0      ready  6      ready  6    running  1      ready  0.
Before cycle  218:     running  3      ready  6      ready  6    blocked  3      ready  0.
Before cycle  219:     running  2      ready  6      ready  6    blocked  2      ready  0.
Before cycle  220:     running  1      ready  6      ready  6    blocked  1      ready  0.
Before cycle  221:     blocked  2      ready  6      ready  6    running  1      ready  0.
Before cycle  222:     blocked  1    running  6      ready  6    blocked  2      ready  0.
Before cycle  223:     running  1      ready  5      ready  6    blocked  1      ready  0.
Before cycle  224:     blocked  1      ready  5      ready  6    running  1      ready  0.
Before cycle  225:     running  3      ready  5      ready  6    blocked  1      ready  0.
Before cycle  226:       ready  2      ready  5      ready  6    running  1      ready  0.
Before cycle  227:     running  2      ready  5      ready  6    blocked  3      ready  0.
Before cycle  228:     running  1      ready  5      ready  6    blocked  2      ready  0.
Before cycle  229:     blocked  1    running  5      ready  6    blocked  1      ready  0.
Before cycle  230:       ready  0      ready  4      ready  6    running  1      ready  0.
Before cycle  231:     running  3      ready  4      ready  6    blocked  3      ready  0.
Before cycle  232:     running  2      ready  4      ready  6    blocked  2      ready  0.
Before cycle  233:     running  1      ready  4      ready  6    blocked  1      ready  0.
Before cycle  234:     blocked  3      ready  4      ready  6    running  1      ready  0.
Before cycle  235:     blocked  2    running  4      ready  6    blocked  3      ready  0.
Before cycle  236:     blocked  1    running  3      ready  6    blocked  2      ready  0.
Before cycle  237:     running  2      ready  2      ready  6    blocked  1      ready  0.
Before cycle  238:       ready  1      ready  2      ready  6    running  1      ready  0.
Before cycle  239:     running  1      ready  2      ready  6    blocked  3      ready  0.
Before cycle  240:     blocked  3    running  2      ready  6    blocked  2      ready  0.
Before cycle  241:     blocked  2    running  1      ready  6    blocked  1      ready  0.
Before cycle  242:     blocked  1    blocked  3      ready  6    running  1      ready  0.
Before cycle  243:     running  3    blocked  2      ready  6    blocked  1      ready  0.
Before cycle  244:       ready  2    blocked  1      ready  6    running  1      ready  0.
Before cycle  245:     running  2      ready  0      ready  6    blocked  3      ready  0.
Before cycle  246:     running  1      ready  0      ready  6    blocked  2      ready  0.
Before cycle  247:     blocked  2    running  4      ready  6    blocked  1      ready  0.
Before cycle  248:     blocked  1      ready  3      ready  6    running  1      ready  0.
Before cycle  249:     running  3      ready  3      ready  6    blocked  2      ready  0.
Before cycle  250:     running  2      ready  3      ready  6    blocked  1      ready  0.
Before cycle  251:       ready  1      ready  3      ready  6    running  1      ready  0.
Before cycle  252:     running  1      ready  3      ready  6    blocked  3      ready  0.
Before cycle  253:     blocked  1    running  3      ready  6    blocked  2      ready  0.
Before cycle  254:     running  3      ready  2      ready  6    blocked  1      ready  0.
Before cycle  255:       ready  2      ready  2      ready  6    running  1      ready  0.
Before cycle  256:     running  2      ready  2      ready  6    blocked  2      ready  0.
Before cycle  257:     running  1      ready  2      ready  6    blocked  1      ready  0.
Before cycle  258:     blocked  3      ready  2      ready  6    running  1      ready  0.
Before cycle  259:     blocked  2    running  2      ready  6    blocked  2      ready  0.
Before cycle  260:     blocked  1    running  1      ready  6    blocked  1      ready  0.
Before cycle  261:       ready  0    blocked  3      ready  6    running  1      ready  0.
Before cycle  262:     running  2    blocked  2      ready  6    blocked  1      ready  0.
Before cycle  263:       ready  1    blocked  1      ready  6    running  1      ready  0.
Before cycle  264:     running  1      ready  0      ready  6    blocked  1      ready  0.
Before cycle  265:     blocked  2      ready  0      ready  6    running  1      ready  0.
Before cycle  266:     blocked  1    running  9      ready  6    blocked  1      ready  0.
Before cycle  267:       ready  0      ready  8      ready  6    running  1      ready  0.
Before cycle  268:     running  1      ready  8      ready  6    blocked  1      ready  0.
Before cycle  269:     blocked  3      ready  8      ready  6    running  1      ready  0.
Before cycle  270:     blocked  2    running  8      ready  6    blocked  2      ready  0.
Before cycle  271:     blocked  1    running  7      ready  6    blocked  1      ready  0.
Before cycle  272:       ready  0      ready  6      ready  6    running  1      ready  0.
Before cycle  273:     running  3      ready  6      ready  6    blocked  3      ready  0.
Before cycle  274:     running  2      ready  6      ready  6    blocked  2      ready  0.
Before cycle  275:     running  1      ready  6      ready  6    blocked  1      ready  0.
Before cycle  276:     blocked  1      ready  6      ready  6    running  1      ready  0.
Before cycle  277:     running  1      ready  6      ready  6    blocked  3      ready  0.
Before cycle  278:     blocked  1    running  6      ready  6    blocked  2      ready  0.
Before cycle  279:     running  3      ready  5      ready  6    blocked  1      ready  0.
Before cycle  280:       ready  2      ready  5      ready  6    running  1      ready  0.
Before cycle  281:     running  2      ready  5      ready  6    blocked  1      ready  0.
Before cycle  282:       ready  1      ready  5      ready  6    running  1      ready  0.
Before cycle  283:     running  1      ready  5      ready  6    blocked  3      ready  0.
Before cycle  284:     blocked  3    running  5      ready  6    blocked  2      ready  0.
Before cycle  285:     blocked  2    running  4      ready  6    blocked  1      ready  0.
Before cycle  286:     blocked  1      ready  3      ready  6    running  1      ready  0.
Before cycle  287:     running  1      ready  3      ready  6    blocked  3      ready  0.
Before cycle  288:     blocked  2    running  3      ready  6    blocked  2      ready  0.
Before cycle  289:     blocked  1    running  2      ready  6    blocked  1      ready  0.
Before cycle  290:       ready  0      ready  1      ready  6    running  1      ready  0.
Before cycle  291:     running  2      ready  1      ready  6    blocked  3      ready  0.
Before cycle  292:     running  1      ready  1      ready  6    blocked  2      ready  0.
Before cycle  293:     blocked  1    running  1      ready  6    blocked  1      ready  0.
Before cycle  294:       ready  0    blocked  2      ready  6    running  1      ready  0.
Before cycle  295:     running  2    blocked  1      ready  6    blocked  3      ready  0.
Before cycle  296:     running  1      ready  0      ready  6    blocked  2      ready  0.
Before cycle  297:     blocked  1    running  7      ready  6    blocked  1      ready  0.
Before cycle  298:       ready  0      ready  6      ready  6    running  1      ready  0.
Before cycle  299:     running  3      ready  6      ready  6    blocked  1      ready  0.
Before cycle  300:       ready  2      ready  6      ready  6    running  1      ready  0.
Before cycle  301:     running  2      ready  6      ready  6    blocked  3      ready  0.
Before cycle  302:     running  1      ready  6      ready  6    blocked  2      ready  0.
Before cycle  303:     blocked  3    running  6      ready  6    blocked  1      ready  0.
Before cycle  304:     blocked  2      ready  5      ready  6    running  1      ready  0.
Before cycle  305:     blocked  1    running  5      ready  6    blocked  1      ready  0.
Before cycle  306:       ready  0      ready  4      ready  6    running  1      ready  0.
Before cycle  307:     running  1      ready  4      ready  6    blocked  3      ready  0.
Before cycle  308:     blocked  1    running  4      ready  6    blocked  2      ready  0.
Before cycle  309:     running  1      ready  3      ready  6    blocked  1      ready  0.
Before cycle  310:     blocked  2      ready  3      ready  6    running  1      ready  0.
Before cycle  311:     blocked  1    running  3      ready  6    blocked  1      ready  0.
Before cycle  312:       ready  0      ready  2      ready  6    running  1      ready  0.
Before cycle  313:     running  3      ready  2      ready  6    blocked  1      ready  0.
Before cycle  314:       ready  2      ready  2      ready  6    running  1      ready  0.
Before cycle  315:     running  2      ready  2      ready  6    blocked  2      ready  0.
Before cycle  316:     running  1      ready  2      ready  6    blocked  1      ready  0.
Before cycle  317:     blocked  2      ready  2      ready  6    running  1      ready  0.
Before cycle  318:     blocked  1    running  2      ready  6    blocked  1      ready  0.
Before cycle  319:       ready  0      ready  1      ready  6    running  1      ready  0.
Before cycle  320:     running  1      ready  1      ready  6    blocked  3      ready  0.
Before cycle  321:     blocked  3    running  1      ready  6    blocked  2      ready  0.
Before cycle  322:     blocked  2    blocked  1    running  6    blocked  1      ready  0.
Before cycle  323:     blocked  1      ready  0      ready  5    running  1      ready  0.
Before cycle  324:     running  1      ready  0      ready  5    blocked  2      ready  0.
Before cycle  325:     blocked  2    running  8      ready  5    blocked  1      ready  0.
Before cycle  326:     blocked  1      ready  7      ready  5    running  1      ready  0.
Before cycle  327:     running  1      ready  7      ready  5    blocked  2      ready  0.
Before cycle  328:     blocked  3    running  7      ready  5    blocked  1      ready  0.
Before cycle  329:     blocked  2      ready  6      ready  5    running  1      ready  0.
Before cycle  330:     blocked  1    running  6      ready  5    blocked  2      ready  0.
Before cycle  331:     running  3      ready  5      ready  5    blocked  1      ready  0.
Before cycle  332:       ready  2      ready  5      ready  5    running  1      ready  0.
Before cycle  333:     running  2      ready  5      ready  5    blocked  3      ready  0.
Before cycle  334:     running  1      ready  5      ready  5    blocked  2      ready  0.
Before cycle  335:     blocked  1    running  5      ready  5    blocked  1      ready  0.
Before cycle  336:       ready  0      ready  4      ready  5    running  1      ready  0.
Before cycle  337:     running  1      ready  4      ready  5    blocked  3      ready  0.
Before cycle  338:     blocked  2    running  4      ready  5    blocked  2      ready  0.
Before cycle  339:     blocked  1    running  3      ready  5    blocked  1      ready  0.
Before cycle  340:       ready  0      ready  2      ready  5    running  1      ready  0.
Before cycle  341:     running  2      ready  2      ready  5    blocked  2      ready  0.
Before cycle  342:     running  1      ready  2      ready  5    blocked  1      ready  0.
Before cycle  343:     blocked  3      ready  2      ready  5    running  1      ready  0.
Before cycle  344:     blocked  2    running  2      ready  5    blocked  2      ready  0.
Before cycle  345:     blocked  1    running  1      ready  5    blocked  1      ready  0.
Before cycle  346:       ready  0    blocked  1      ready  5    running  1      ready  0.
Before cycle  347:     running  1      ready  0      ready  5    blocked  2      ready  0.
Before cycle  348:     blocked  3    running  9      ready  5    blocked  1      ready  0.
Before cycle  349:     blocked  2      ready  8      ready  5    running  1      ready  0.
Before cycle  350:     blocked  1    running  8      ready  5    blocked  1      ready  0.
Before cycle  351:       ready  0      ready  7      ready  5    running  1      ready  0.
Before cycle  352:     running  2      ready  7      ready  5    blocked  2      ready  0.
Before cycle  353:     running  1      ready  7      ready  5    blocked  1      ready  0.
Before cycle  354:     blocked  3      ready  7      ready  5    running  1      ready  0.
Before cycle  355:     blocked  2    running  7      ready  5    blocked  3      ready  0.
Before cycle  356:     blocked  1    running  6      ready  5    blocked  2      ready  0.
Before cycle  357:     running  3      ready  5      ready  5    blocked  1      ready  0.
Before cycle  358:       ready  2      ready  5      ready  5    running  1      ready  0.
Before cycle  359:     running  2      ready  5      ready  5    blocked  1      ready  0.
Before cycle  360:       ready  1      ready  5      ready  5    running  1      ready  0.
Before cycle  361:     running  1      ready  5      ready  5    blocked  3      ready  0.
Before cycle  362:     blocked  1    running  5      ready  5    blocked  2      ready  0.
Before cycle  363:     running  1      ready  4      ready  5    blocked  1      ready  0.
Before cycle  364:     blocked  2      ready  4      ready  5    running  1      ready  0.
Before cycle  365:     blocked  1    running  4      ready  5    blocked  2      ready  0.
Before cycle  366:     running  3      ready  3      ready  5    blocked  1      ready  0.
Before cycle  367:       ready  2      ready  3      ready  5    running  1      ready  0.
Before cycle  368:     running  2      ready  3      ready  5    blocked  3      ready  0.
Before cycle  369:     running  1      ready  3      ready  5    blocked  2      ready  0.
Before cycle  370:     blocked  3    running  3      ready  5    blocked  1      ready  0.
Before cycle  371:     blocked  2      ready  2      ready  5    running  1      ready  0.
Before cycle  372:     blocked  1    running  2      ready  5    blocked  3      ready  0.
Before cycle  373:     running  1      ready  1      ready  5    blocked  2      ready  0.
Before cycle  374:     blocked  2    running  1      ready  5    blocked  1      ready  0.
Before cycle  375:     blocked  1    blocked  2      ready  5    running  1      ready  0.
Before cycle  376:     running  2    blocked  1      ready  5    blocked  3      ready  0.
Before cycle  377:     running  1      ready  0      ready  5    blocked  2      ready  0.
Before cycle  378:     blocked  2    running  5      ready  5    blocked  1      ready  0.
Before cycle  379:     blocked  1      ready  4      ready  5    running  1      ready  0.
Before cycle  380:     running  3      ready  4      ready  5    blocked  2      ready  0.
Before cycle  381:     running  2      ready  4      ready  5    blocked  1      ready  0.
Before cycle  382:       ready  1      ready  4      ready  5    running  1      ready  0.
Before cycle  383:     running  1      ready  4      ready  5    blocked  2      ready  0.
Before cycle  384:     blocked  3    running  4      ready  5    blocked  1      ready  0.
Before cycle  385:     blocked  2      ready  3      ready  5    running  1      ready  0.
